id,source_table,source_id,asset_type,category,content_hebrew,title_hebrew,description_hebrew,keywords,acupoints,metadata,search_vector,embedding,created_at,updated_at
3651,module_ui_quick_questions_20260129,235,quick_question,בריאות מערכת העיכול,מהם הנקודות החשובות לחיזוק הטחול?,מהם הנקודות החשובות לחיזוק הטחול?,,,,,"'החשובות':3,8 'הטחול':5,10 'הנקודות':2,7 'לחיזוק':4,9 'מהם':1,6",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3652,module_ui_quick_questions_20260129,236,quick_question,בריאות מערכת העיכול,כיצד מטפלים בחוסר תיאבון?,כיצד מטפלים בחוסר תיאבון?,,,,,"'בחוסר':3,7 'כיצד':1,5 'מטפלים':2,6 'תיאבון':4,8",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3653,module_ui_quick_questions_20260129,237,quick_question,בריאות מערכת העיכול,מהי הגישה לטיפול במחלות מעי דלקתיות?,מהי הגישה לטיפול במחלות מעי דלקתיות?,,,,,"'במחלות':4,10 'דלקתיות':6,12 'הגישה':2,8 'לטיפול':3,9 'מהי':1,7 'מעי':5,11",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3654,module_ui_quick_questions_20260129,238,quick_question,בריאות מערכת הנשימה,מהם תפקידי הריאות ב-TCM מעבר לנשימה?,מהם תפקידי הריאות ב-TCM מעבר לנשימה?,,,,,"'tcm':6,14 'ב':5,13 'ב-tcm':4,12 'הריאות':3,11 'לנשימה':8,16 'מהם':1,9 'מעבר':7,15 'תפקידי':2,10",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3655,module_ui_quick_questions_20260129,239,quick_question,בריאות מערכת הנשימה,כיצד מטפלים בשיעול יבש לעומת שיעול עם ליחה?,כיצד מטפלים בשיעול יבש לעומת שיעול עם ליחה?,,,,,"'בשיעול':3,11 'יבש':4,12 'כיצד':1,9 'ליחה':8,16 'לעומת':5,13 'מטפלים':2,10 'עם':7,15 'שיעול':6,14",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3656,module_ui_quick_questions_20260129,240,quick_question,בריאות מערכת הנשימה,מהו הטיפול באסתמה מנקודת מבט TCM?,מהו הטיפול באסתמה מנקודת מבט TCM?,,,,,"'tcm':6,12 'באסתמה':3,9 'הטיפול':2,8 'מבט':5,11 'מהו':1,7 'מנקודת':4,10",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3657,module_ui_quick_questions_20260129,241,quick_question,בריאות מערכת הנשימה,כיצד מטפלים בסינוסיטיס כרוני?,כיצד מטפלים בסינוסיטיס כרוני?,,,,,"'בסינוסיטיס':3,7 'כיצד':1,5 'כרוני':4,8 'מטפלים':2,6",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3658,module_ui_quick_questions_20260129,242,quick_question,בריאות מערכת הנשימה,מהם הסימנים של חוסר יין בריאות?,מהם הסימנים של חוסר יין בריאות?,,,,,"'בריאות':6,12 'הסימנים':2,8 'חוסר':4,10 'יין':5,11 'מהם':1,7 'של':3,9",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3659,module_ui_quick_questions_20260129,243,quick_question,בריאות מערכת הנשימה,כיצד ליחה בריאות משפיעה על הנשימה?,כיצד ליחה בריאות משפיעה על הנשימה?,,,,,"'בריאות':3,9 'הנשימה':6,12 'כיצד':1,7 'ליחה':2,8 'משפיעה':4,10 'על':5,11",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3660,module_ui_quick_questions_20260129,244,quick_question,בריאות מערכת הנשימה,מהו הטיפול באלרגיות עונתיות?,מהו הטיפול באלרגיות עונתיות?,,,,,"'באלרגיות':3,7 'הטיפול':2,6 'מהו':1,5 'עונתיות':4,8",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3661,module_ui_quick_questions_20260129,245,quick_question,בריאות מערכת הנשימה,כיצד מחזקים את Wei Qi למניעת הצטננויות?,כיצד מחזקים את Wei Qi למניעת הצטננויות?,,,,,"'qi':5,12 'wei':4,11 'את':3,10 'הצטננויות':7,14 'כיצד':1,8 'למניעת':6,13 'מחזקים':2,9",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3662,module_ui_quick_questions_20260129,246,quick_question,בריאות מערכת הנשימה,מהם הנקודות היעילות לפתיחת דרכי הנשימה?,מהם הנקודות היעילות לפתיחת דרכי הנשימה?,,,,,"'דרכי':5,11 'היעילות':3,9 'הנקודות':2,8 'הנשימה':6,12 'לפתיחת':4,10 'מהם':1,7",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3663,module_ui_quick_questions_20260129,247,quick_question,בריאות מערכת הנשימה,כיצד מטפלים בקוצר נשימה?,כיצד מטפלים בקוצר נשימה?,,,,,"'בקוצר':3,7 'כיצד':1,5 'מטפלים':2,6 'נשימה':4,8",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3664,module_ui_quick_questions_20260129,248,quick_question,בריאות מערכת הנשימה,מהו הקשר בין הריאות לעור?,מהו הקשר בין הריאות לעור?,,,,,"'בין':3,8 'הקשר':2,7 'הריאות':4,9 'לעור':5,10 'מהו':1,6",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3665,module_ui_quick_questions_20260129,249,quick_question,בריאות מערכת הנשימה,כיצד מטפלים בשיעול כרוני לאחר הצטננות?,כיצד מטפלים בשיעול כרוני לאחר הצטננות?,,,,,"'בשיעול':3,9 'הצטננות':6,12 'כיצד':1,7 'כרוני':4,10 'לאחר':5,11 'מטפלים':2,8",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3666,module_ui_quick_questions_20260129,250,quick_question,בריאות מערכת הנשימה,מהי חשיבות לחות הריאות?,מהי חשיבות לחות הריאות?,,,,,"'הריאות':4,8 'חשיבות':2,6 'לחות':3,7 'מהי':1,5",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3667,module_ui_quick_questions_20260129,251,quick_question,בריאות מערכת הנשימה,כיצד עשן ואוויר מזוהם פוגעים בריאות?,כיצד עשן ואוויר מזוהם פוגעים בריאות?,,,,,"'בריאות':6,12 'ואוויר':3,9 'כיצד':1,7 'מזוהם':4,10 'עשן':2,8 'פוגעים':5,11",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3668,module_ui_quick_questions_20260129,252,quick_question,בריאות מערכת הנשימה,מהם הצמחים המחזקים את הריאות?,מהם הצמחים המחזקים את הריאות?,,,,,"'את':4,9 'המחזקים':3,8 'הצמחים':2,7 'הריאות':5,10 'מהם':1,6",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3669,module_ui_quick_questions_20260129,253,quick_question,מערכת השלד והשרירים,מהי הגישה של TCM לכאבי גב תחתון?,מהי הגישה של TCM לכאבי גב תחתון?,,,,,"'tcm':4,11 'גב':6,13 'הגישה':2,9 'לכאבי':5,12 'מהי':1,8 'של':3,10 'תחתון':7,14",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3670,module_ui_quick_questions_20260129,254,quick_question,מערכת השלד והשרירים,כיצד מבחינים בין כאב מעודף לכאב מחוסר?,כיצד מבחינים בין כאב מעודף לכאב מחוסר?,,,,,"'בין':3,10 'כאב':4,11 'כיצד':1,8 'לכאב':6,13 'מבחינים':2,9 'מחוסר':7,14 'מעודף':5,12",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3671,module_ui_quick_questions_20260129,255,quick_question,מערכת השלד והשרירים,מהו הטיפול בדלקת מפרקים (ארתריטיס)?,מהו הטיפול בדלקת מפרקים (ארתריטיס)?,,,,,"'ארתריטיס':5,10 'בדלקת':3,8 'הטיפול':2,7 'מהו':1,6 'מפרקים':4,9",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3672,module_ui_quick_questions_20260129,256,quick_question,מערכת השלד והשרירים,כיצד מטפלים בפריצת דיסק?,כיצד מטפלים בפריצת דיסק?,,,,,"'בפריצת':3,7 'דיסק':4,8 'כיצד':1,5 'מטפלים':2,6",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3673,module_ui_quick_questions_20260129,257,quick_question,מערכת השלד והשרירים,מהם הסימנים של Bi Syndrome (סינדרום החסימה)?,מהם הסימנים של Bi Syndrome (סינדרום החסימה)?,,,,,"'bi':4,11 'syndrome':5,12 'החסימה':7,14 'הסימנים':2,9 'מהם':1,8 'סינדרום':6,13 'של':3,10",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3674,module_ui_quick_questions_20260129,258,quick_question,מערכת השלד והשרירים,כיצד מטפלים בכאבי צוואר וכתפיים תפוסות?,כיצד מטפלים בכאבי צוואר וכתפיים תפוסות?,,,,,"'בכאבי':3,9 'וכתפיים':5,11 'כיצד':1,7 'מטפלים':2,8 'צוואר':4,10 'תפוסות':6,12",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3675,module_ui_quick_questions_20260129,259,quick_question,מערכת השלד והשרירים,מהו תפקיד הכליות בבריאות העצמות?,מהו תפקיד הכליות בבריאות העצמות?,,,,,"'בבריאות':4,9 'הכליות':3,8 'העצמות':5,10 'מהו':1,6 'תפקיד':2,7",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3676,module_ui_quick_questions_20260129,260,quick_question,מערכת השלד והשרירים,כיצד מטפלים בפציעות ספורט?,כיצד מטפלים בפציעות ספורט?,,,,,"'בפציעות':3,7 'כיצד':1,5 'מטפלים':2,6 'ספורט':4,8",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3677,module_ui_quick_questions_20260129,261,quick_question,מערכת השלד והשרירים,מהם הנקודות היעילות לכאבי ברכיים?,מהם הנקודות היעילות לכאבי ברכיים?,,,,,"'ברכיים':5,10 'היעילות':3,8 'הנקודות':2,7 'לכאבי':4,9 'מהם':1,6",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3678,module_ui_quick_questions_20260129,262,quick_question,מערכת השלד והשרירים,כיצד מטפלים בתעלת שורש כף היד (Carpal Tunnel)?,כיצד מטפלים בתעלת שורש כף היד (Carpal Tunnel)?,,,,,"'carpal':7,15 'tunnel':8,16 'בתעלת':3,11 'היד':6,14 'כיצד':1,9 'כף':5,13 'מטפלים':2,10 'שורש':4,12",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3679,module_ui_quick_questions_20260129,263,quick_question,מערכת השלד והשרירים,מהו הטיפול בפיברומיאלגיה?,מהו הטיפול בפיברומיאלגיה?,,,,,"'בפיברומיאלגיה':3,6 'הטיפול':2,5 'מהו':1,4",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3680,module_ui_quick_questions_20260129,264,quick_question,מערכת השלד והשרירים,כיצד דם וצ\'י משפיעים על תפקוד השרירים?,כיצד דם וצ\'י משפיעים על תפקוד השרירים?,,,,,"'דם':2,10 'השרירים':8,16 'וצ':3,11 'י':4,12 'כיצד':1,9 'משפיעים':5,13 'על':6,14 'תפקוד':7,15",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3681,module_ui_quick_questions_20260129,265,quick_question,מערכת השלד והשרירים,מהם הסימנים של רוח-לחות במפרקים?,מהם הסימנים של רוח-לחות במפרקים?,,,,,"'במפרקים':7,14 'הסימנים':2,9 'לחות':6,13 'מהם':1,8 'רוח':5,12 'רוח-לחות':4,11 'של':3,10",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3682,module_ui_quick_questions_20260129,266,quick_question,מערכת השלד והשרירים,כיצד מטפלים בגיד אכילס דלקתי?,כיצד מטפלים בגיד אכילס דלקתי?,,,,,"'אכילס':4,9 'בגיד':3,8 'דלקתי':5,10 'כיצד':1,6 'מטפלים':2,7",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3683,module_ui_quick_questions_20260129,267,quick_question,מערכת השלד והשרירים,מהי חשיבות התנועה לבריאות הגידים והשרירים?,מהי חשיבות התנועה לבריאות הגידים והשרירים?,,,,,"'הגידים':5,11 'התנועה':3,9 'והשרירים':6,12 'חשיבות':2,8 'לבריאות':4,10 'מהי':1,7",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3684,module_ui_quick_questions_20260129,268,quick_question,כאבי ראש ומיגרנות,כיצד מסווגים כאבי ראש לפי מיקום ב-TCM?,כיצד מסווגים כאבי ראש לפי מיקום ב-TCM?,,,,,"'tcm':9,18 'ב':8,17 'ב-tcm':7,16 'כאבי':3,12 'כיצד':1,10 'לפי':5,14 'מיקום':6,15 'מסווגים':2,11 'ראש':4,13",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3685,module_ui_quick_questions_20260129,269,quick_question,כאבי ראש ומיגרנות,מהו הטיפול בכאב ראש מעליית יאנג הכבד?,מהו הטיפול בכאב ראש מעליית יאנג הכבד?,,,,,"'בכאב':3,10 'הטיפול':2,9 'הכבד':7,14 'יאנג':6,13 'מהו':1,8 'מעליית':5,12 'ראש':4,11",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3686,module_ui_quick_questions_20260129,270,quick_question,כאבי ראש ומיגרנות,כיצד מבחינים בין מיגרנה לכאב ראש מתח?,כיצד מבחינים בין מיגרנה לכאב ראש מתח?,,,,,"'בין':3,10 'כיצד':1,8 'לכאב':5,12 'מבחינים':2,9 'מיגרנה':4,11 'מתח':7,14 'ראש':6,13",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3687,module_ui_quick_questions_20260129,271,quick_question,כאבי ראש ומיגרנות,מהם הסימנים של כאב ראש מחוסר דם?,מהם הסימנים של כאב ראש מחוסר דם?,,,,,"'דם':7,14 'הסימנים':2,9 'כאב':4,11 'מהם':1,8 'מחוסר':6,13 'ראש':5,12 'של':3,10",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3688,module_ui_quick_questions_20260129,272,quick_question,כאבי ראש ומיגרנות,כיצד מטפלים בכאב ראש מליחה?,כיצד מטפלים בכאב ראש מליחה?,,,,,"'בכאב':3,8 'כיצד':1,6 'מטפלים':2,7 'מליחה':5,10 'ראש':4,9",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3689,module_ui_quick_questions_20260129,273,quick_question,כאבי ראש ומיגרנות,מהו הטיפול בכאב ראש קדמי (מצח)?,מהו הטיפול בכאב ראש קדמי (מצח)?,,,,,"'בכאב':3,9 'הטיפול':2,8 'מהו':1,7 'מצח':6,12 'קדמי':5,11 'ראש':4,10",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3690,module_ui_quick_questions_20260129,274,quick_question,כאבי ראש ומיגרנות,כיצד מטפלים בכאב ראש צדי (רקות)?,כיצד מטפלים בכאב ראש צדי (רקות)?,,,,,"'בכאב':3,9 'כיצד':1,7 'מטפלים':2,8 'צדי':5,11 'ראש':4,10 'רקות':6,12",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3691,module_ui_quick_questions_20260129,275,quick_question,כאבי ראש ומיגרנות,מהם הנקודות העיקריות לכאבי ראש?,מהם הנקודות העיקריות לכאבי ראש?,,,,,"'הנקודות':2,7 'העיקריות':3,8 'לכאבי':4,9 'מהם':1,6 'ראש':5,10",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3692,module_ui_quick_questions_20260129,276,quick_question,כאבי ראש ומיגרנות,כיצד סטגנציה של דם גורמת לכאב ראש כרוני?,כיצד סטגנציה של דם גורמת לכאב ראש כרוני?,,,,,"'גורמת':5,13 'דם':4,12 'כיצד':1,9 'כרוני':8,16 'לכאב':6,14 'סטגנציה':2,10 'ראש':7,15 'של':3,11",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3693,module_ui_quick_questions_20260129,277,quick_question,כאבי ראש ומיגרנות,מהו הקשר בין הורמונים לכאבי ראש?,מהו הקשר בין הורמונים לכאבי ראש?,,,,,"'בין':3,9 'הורמונים':4,10 'הקשר':2,8 'לכאבי':5,11 'מהו':1,7 'ראש':6,12",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3694,module_ui_quick_questions_20260129,278,quick_question,כאבי ראש ומיגרנות,כיצד מטפלים בכאב ראש המחמיר עם מזג אוויר?,כיצד מטפלים בכאב ראש המחמיר עם מזג אוויר?,,,,,"'אוויר':8,16 'בכאב':3,11 'המחמיר':5,13 'כיצד':1,9 'מזג':7,15 'מטפלים':2,10 'עם':6,14 'ראש':4,12",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3695,module_ui_quick_questions_20260129,279,quick_question,כאבי ראש ומיגרנות,מהי חשיבות הטיפול בין התקפים למניעה?,מהי חשיבות הטיפול בין התקפים למניעה?,,,,,"'בין':4,10 'הטיפול':3,9 'התקפים':5,11 'חשיבות':2,8 'למניעה':6,12 'מהי':1,7",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3696,module_ui_quick_questions_20260129,280,quick_question,כאבי ראש ומיגרנות,כיצד מזון ושתייה משפיעים על כאבי ראש?,כיצד מזון ושתייה משפיעים על כאבי ראש?,,,,,"'ושתייה':3,10 'כאבי':6,13 'כיצד':1,8 'מזון':2,9 'משפיעים':4,11 'על':5,12 'ראש':7,14",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3697,module_ui_quick_questions_20260129,281,quick_question,כאבי ראש ומיגרנות,מהו הטיפול בכאב ראש עורפי?,מהו הטיפול בכאב ראש עורפי?,,,,,"'בכאב':3,8 'הטיפול':2,7 'מהו':1,6 'עורפי':5,10 'ראש':4,9",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3698,module_ui_quick_questions_20260129,282,quick_question,כאבי ראש ומיגרנות,כיצד מטפלים במיגרנה עם אאורה?,כיצד מטפלים במיגרנה עם אאורה?,,,,,"'אאורה':5,10 'במיגרנה':3,8 'כיצד':1,6 'מטפלים':2,7 'עם':4,9",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3699,module_ui_quick_questions_20260129,283,quick_question,מחלות עור,מהו הקשר בין הריאות לבריאות העור ב-TCM?,מהו הקשר בין הריאות לבריאות העור ב-TCM?,,,,,"'tcm':9,18 'ב':8,17 'ב-tcm':7,16 'בין':3,12 'העור':6,15 'הקשר':2,11 'הריאות':4,13 'לבריאות':5,14 'מהו':1,10",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3700,module_ui_quick_questions_20260129,284,quick_question,מחלות עור,כיצד מטפלים באקזמה (אטופיק דרמטיטיס)?,כיצד מטפלים באקזמה (אטופיק דרמטיטיס)?,,,,,"'אטופיק':4,9 'באקזמה':3,8 'דרמטיטיס':5,10 'כיצד':1,6 'מטפלים':2,7",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3701,module_ui_quick_questions_20260129,285,quick_question,מחלות עור,מהו הטיפול בפסוריאזיס?,מהו הטיפול בפסוריאזיס?,,,,,"'בפסוריאזיס':3,6 'הטיפול':2,5 'מהו':1,4",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3702,module_ui_quick_questions_20260129,286,quick_question,מחלות עור,כיצד מאבחנים דפוסים שונים של אקנה?,כיצד מאבחנים דפוסים שונים של אקנה?,,,,,"'אקנה':6,12 'דפוסים':3,9 'כיצד':1,7 'מאבחנים':2,8 'שונים':4,10 'של':5,11",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3703,module_ui_quick_questions_20260129,287,quick_question,מחלות עור,מהם הסימנים של חום בדם הגורם לפריחות?,מהם הסימנים של חום בדם הגורם לפריחות?,,,,,"'בדם':5,12 'הגורם':6,13 'הסימנים':2,9 'חום':4,11 'לפריחות':7,14 'מהם':1,8 'של':3,10",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3704,module_ui_quick_questions_20260129,288,quick_question,מחלות עור,כיצד לחות ורעילות משפיעים על העור?,כיצד לחות ורעילות משפיעים על העור?,,,,,"'העור':6,12 'ורעילות':3,9 'כיצד':1,7 'לחות':2,8 'משפיעים':4,10 'על':5,11",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3705,module_ui_quick_questions_20260129,289,quick_question,מחלות עור,מהו הטיפול באורטיקריה (סרפדת)?,מהו הטיפול באורטיקריה (סרפדת)?,,,,,"'באורטיקריה':3,7 'הטיפול':2,6 'מהו':1,5 'סרפדת':4,8",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3706,module_ui_quick_questions_20260129,290,quick_question,מחלות עור,כיצד מטפלים בשלבקת חוגרת (Shingles)?,כיצד מטפלים בשלבקת חוגרת (Shingles)?,,,,,"'shingles':5,10 'בשלבקת':3,8 'חוגרת':4,9 'כיצד':1,6 'מטפלים':2,7",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3707,module_ui_quick_questions_20260129,291,quick_question,מחלות עור,מהם הנקודות היעילות לטיפול בגרד?,מהם הנקודות היעילות לטיפול בגרד?,,,,,"'בגרד':5,10 'היעילות':3,8 'הנקודות':2,7 'לטיפול':4,9 'מהם':1,6",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3708,module_ui_quick_questions_20260129,292,quick_question,מחלות עור,כיצד חוסר דם מתבטא בעור?,כיצד חוסר דם מתבטא בעור?,,,,,"'בעור':5,10 'דם':3,8 'חוסר':2,7 'כיצד':1,6 'מתבטא':4,9",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3709,module_ui_quick_questions_20260129,293,quick_question,מחלות עור,מהו הטיפול ברוזציאה?,מהו הטיפול ברוזציאה?,,,,,"'ברוזציאה':3,6 'הטיפול':2,5 'מהו':1,4",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3710,module_ui_quick_questions_20260129,294,quick_question,מחלות עור,כיצד מטפלים בוויטיליגו?,כיצד מטפלים בוויטיליגו?,,,,,"'בוויטיליגו':3,6 'כיצד':1,4 'מטפלים':2,5",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3711,module_ui_quick_questions_20260129,295,quick_question,מחלות עור,מהי חשיבות התזונה לבריאות העור?,מהי חשיבות התזונה לבריאות העור?,,,,,"'העור':5,10 'התזונה':3,8 'חשיבות':2,7 'לבריאות':4,9 'מהי':1,6",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3712,module_ui_quick_questions_20260129,296,quick_question,מחלות עור,כיצד רגשות משפיעים על מצב העור?,כיצד רגשות משפיעים על מצב העור?,,,,,"'העור':6,12 'כיצד':1,7 'מצב':5,11 'משפיעים':3,9 'על':4,10 'רגשות':2,8",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3713,module_ui_quick_questions_20260129,297,quick_question,מחלות עור,מהם הצמחים המטפלים בבעיות עור?,מהם הצמחים המטפלים בבעיות עור?,,,,,"'בבעיות':4,9 'המטפלים':3,8 'הצמחים':2,7 'מהם':1,6 'עור':5,10",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3714,module_ui_quick_questions_20260129,298,quick_question,מערכת הלב וכלי הדם,מהם תפקידי הלב ב-TCM מעבר לשאיבת דם?,מהם תפקידי הלב ב-TCM מעבר לשאיבת דם?,,,,,"'tcm':6,15 'ב':5,14 'ב-tcm':4,13 'דם':9,18 'הלב':3,12 'לשאיבת':8,17 'מהם':1,10 'מעבר':7,16 'תפקידי':2,11",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3715,module_ui_quick_questions_20260129,299,quick_question,מערכת הלב וכלי הדם,כיצד מטפלים ביתר לחץ דם?,כיצד מטפלים ביתר לחץ דם?,,,,,"'ביתר':3,8 'דם':5,10 'כיצד':1,6 'לחץ':4,9 'מטפלים':2,7",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3716,module_ui_quick_questions_20260129,300,quick_question,מערכת הלב וכלי הדם,מהו הטיפול בהפרעות קצב לב?,מהו הטיפול בהפרעות קצב לב?,,,,,"'בהפרעות':3,8 'הטיפול':2,7 'לב':5,10 'מהו':1,6 'קצב':4,9",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3717,module_ui_quick_questions_20260129,301,quick_question,מערכת הלב וכלי הדם,כיצד סטגנציה של דם משפיעה על הלב?,כיצד סטגנציה של דם משפיעה על הלב?,,,,,"'דם':4,11 'הלב':7,14 'כיצד':1,8 'משפיעה':5,12 'סטגנציה':2,9 'על':6,13 'של':3,10",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3718,module_ui_quick_questions_20260129,302,quick_question,מערכת הלב וכלי הדם,מהם הסימנים של חוסר דם בלב?,מהם הסימנים של חוסר דם בלב?,,,,,"'בלב':6,12 'דם':5,11 'הסימנים':2,8 'חוסר':4,10 'מהם':1,7 'של':3,9",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3719,module_ui_quick_questions_20260129,303,quick_question,מערכת הלב וכלי הדם,כיצד מטפלים בחרדה עם דפיקות לב?,כיצד מטפלים בחרדה עם דפיקות לב?,,,,,"'בחרדה':3,9 'דפיקות':5,11 'כיצד':1,7 'לב':6,12 'מטפלים':2,8 'עם':4,10",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3720,module_ui_quick_questions_20260129,304,quick_question,מערכת הלב וכלי הדם,מהו הקשר בין הלב לכליות (ציר לב-כליות)?,מהו הקשר בין הלב לכליות (ציר לב-כליות)?,,,,,"'בין':3,12 'הלב':4,13 'הקשר':2,11 'כליות':9,18 'לב':8,17 'לב-כליות':7,16 'לכליות':5,14 'מהו':1,10 'ציר':6,15",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3721,module_ui_quick_questions_20260129,305,quick_question,מערכת הלב וכלי הדם,כיצד ליחה חוסמת את פתחי הלב?,כיצד ליחה חוסמת את פתחי הלב?,,,,,"'את':4,10 'הלב':6,12 'חוסמת':3,9 'כיצד':1,7 'ליחה':2,8 'פתחי':5,11",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3722,module_ui_quick_questions_20260129,306,quick_question,מערכת הלב וכלי הדם,מהם הנקודות החשובות לבריאות הלב?,מהם הנקודות החשובות לבריאות הלב?,,,,,"'החשובות':3,8 'הלב':5,10 'הנקודות':2,7 'לבריאות':4,9 'מהם':1,6",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3723,module_ui_quick_questions_20260129,307,quick_question,מערכת הלב וכלי הדם,כיצד מטפלים בכאבים בחזה?,כיצד מטפלים בכאבים בחזה?,,,,,"'בחזה':4,8 'בכאבים':3,7 'כיצד':1,5 'מטפלים':2,6",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
3724,module_ui_quick_questions_20260129,308,quick_question,מערכת הלב וכלי הדם,מהו הטיפול בדליות ובעיות ורידים?,מהו הטיפול בדליות ובעיות ורידים?,,,,,"'בדליות':3,8 'הטיפול':2,7 'ובעיות':4,9 'ורידים':5,10 'מהו':1,6",,2026-01-30 13:32:59.171859+00,2026-01-30 13:32:59.171859+00
