id,category,question_hebrew,answer_hebrew,acupoint_codes,description_hebrew,pharmacopeia_hebrew,source_file,created_at,updated_at,search_vector,search_keywords,search_updated_at
2270,western_diets,איך מאזנים דיאטת צום לסירוגין?,"צום (16:8) מחזק אוטופגיה אבל פוגע בקי אם מוגזם. ST36, REN12.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'16':7 '8':8 'diets':19 'ren12':17 'st36':16 'western':18 'אבל':11 'אוטופגיה':10 'איך':1 'אם':14 'בקי':13 'דיאטת':3 'לסירוגין':5 'מאזנים':2 'מוגזם':15 'מחזק':9 'פוגע':12 'צום':4,6","[""אם מוגזם"",""פוגע בקי"",""איך מאזנים"",""מאזנים"",""איך"",""מחזק אוטופגיה"",""אבל פוגע"",""דיאטת צום"",""צום"",""אוטופגיה אבל"",""צום לסירוגין"",""דיאטת"",""לסירוגין"",""מאזנים דיאטת""]",2026-01-30 10:31:31.587105+00
2271,western_diets,צום לסירוגין - נקודות מומלצות?,"צום (16:8) מחזק אוטופגיה אבל פוגע בקי אם מוגזם. ST36, REN12.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'16':6 '8':7 'diets':18 'ren12':16 'st36':15 'western':17 'אבל':10 'אוטופגיה':9 'אם':13 'בקי':12 'לסירוגין':2 'מוגזם':14 'מומלצות':4 'מחזק':8 'נקודות':3 'פוגע':11 'צום':1,5","[""אם מוגזם"",""פוגע בקי"",""מחזק אוטופגיה"",""אבל פוגע"",""צום"",""נקודות מומלצות"",""אוטופגיה אבל"",""צום לסירוגין"",""לסירוגין"",""לסירוגין נקודות"",""נקודות"",""מומלצות""]",2026-01-30 10:31:31.587105+00
2272,western_diets,צום לסירוגין - צמחי מרפא מתאימים?,"צום (16:8) מחזק אוטופגיה אבל פוגע בקי אם מוגזם. ST36, REN12.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'16':7 '8':8 'diets':19 'ren12':17 'st36':16 'western':18 'אבל':11 'אוטופגיה':10 'אם':14 'בקי':13 'לסירוגין':2 'מוגזם':15 'מחזק':9 'מרפא':4 'מתאימים':5 'פוגע':12 'צום':1,6 'צמחי':3","[""מרפא"",""אם מוגזם"",""פוגע בקי"",""מחזק אוטופגיה"",""צמחי"",""מתאימים"",""אבל פוגע"",""צום"",""אוטופגיה אבל"",""צום לסירוגין"",""לסירוגין צמחי"",""לסירוגין"",""צמחי מרפא"",""מרפא מתאימים""]",2026-01-30 10:31:31.587105+00
2273,western_diets,מה השפעת לואו קרב על TCM?,"לואו קרב (פחמימות נמוכות) דומה קיטו, מגן טחול עם ST36.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'diets':18 'st36':16 'tcm':6 'western':17 'דומה':11 'השפעת':2 'טחול':14 'לואו':3,7 'מגן':13 'מה':1 'נמוכות':10 'על':5 'עם':15 'פחמימות':9 'קיטו':12 'קרב':4,8","[""קרב על"",""פחמימות נמוכות"",""דומה"",""השפעת"",""קרב"",""טחול"",""קיטו"",""השפעת לואו"",""לואו"",""לואו קרב"",""מה השפעת""]",2026-01-30 10:31:31.587105+00
2274,western_diets,לואו קרב - יתרונות/חסרונות?,"לואו קרב (פחמימות נמוכות) דומה קיטו, מגן טחול עם ST36.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'diets':16 'st36':14 'western':15 'דומה':9 'חסרונות':4 'טחול':12 'יתרונות':3 'לואו':1,5 'מגן':11 'נמוכות':8 'עם':13 'פחמימות':7 'קיטו':10 'קרב':2,6","[""פחמימות נמוכות"",""קרב יתרונות"",""דומה"",""קרב"",""יתרונות חסרונות"",""חסרונות"",""טחול"",""קיטו"",""לואו"",""לואו קרב"",""יתרונות""]",2026-01-30 10:31:31.587105+00
2275,western_diets,איך מאזנים דיאטת לואו קרב?,"לואו קרב (פחמימות נמוכות) דומה קיטו, מגן טחול עם ST36.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'diets':17 'st36':15 'western':16 'איך':1 'דומה':10 'דיאטת':3 'טחול':13 'לואו':4,6 'מאזנים':2 'מגן':12 'נמוכות':9 'עם':14 'פחמימות':8 'קיטו':11 'קרב':5,7","[""פחמימות נמוכות"",""דומה"",""איך מאזנים"",""קרב"",""מאזנים"",""איך"",""טחול"",""קיטו"",""דיאטת לואו"",""לואו"",""לואו קרב"",""דיאטת"",""מאזנים דיאטת""]",2026-01-30 10:31:31.587105+00
2276,western_diets,לואו קרב - נקודות מומלצות?,"לואו קרב (פחמימות נמוכות) דומה קיטו, מגן טחול עם ST36.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'diets':16 'st36':14 'western':15 'דומה':9 'טחול':12 'לואו':1,5 'מגן':11 'מומלצות':4 'נמוכות':8 'נקודות':3 'עם':13 'פחמימות':7 'קיטו':10 'קרב':2,6","[""פחמימות נמוכות"",""קרב נקודות"",""דומה"",""קרב"",""טחול"",""קיטו"",""נקודות מומלצות"",""לואו"",""לואו קרב"",""נקודות"",""מומלצות""]",2026-01-30 10:31:31.587105+00
2277,western_diets,לואו קרב - צמחי מרפא מתאימים?,"לואו קרב (פחמימות נמוכות) דומה קיטו, מגן טחול עם ST36.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'diets':17 'st36':15 'western':16 'דומה':10 'טחול':13 'לואו':1,6 'מגן':12 'מרפא':4 'מתאימים':5 'נמוכות':9 'עם':14 'פחמימות':8 'צמחי':3 'קיטו':11 'קרב':2,7","[""מרפא"",""פחמימות נמוכות"",""דומה"",""קרב"",""צמחי"",""מתאימים"",""טחול"",""קיטו"",""קרב צמחי"",""לואו"",""לואו קרב"",""צמחי מרפא"",""מרפא מתאימים""]",2026-01-30 10:31:31.587105+00
2278,western_diets,מה השפעת דיאטת דשן על TCM?,"דשן (ירקות/דגנים) מאוזנת, תומכת טחול/כבד.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'diets':15 'tcm':6 'western':14 'דגנים':9 'דיאטת':3 'דשן':4,7 'השפעת':2 'טחול':12 'ירקות':8 'כבד':13 'מאוזנת':10 'מה':1 'על':5 'תומכת':11","[""טחול כבד"",""תומכת"",""השפעת דיאטת"",""השפעת"",""דשן"",""מאוזנת תומכת"",""טחול"",""דיאטת דשן"",""דשן על"",""מה השפעת"",""דיאטת""]",2026-01-30 10:31:31.587105+00
2279,western_diets,דיאטת דשן - יתרונות/חסרונות?,"דשן (ירקות/דגנים) מאוזנת, תומכת טחול/כבד.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'diets':13 'western':12 'דגנים':7 'דיאטת':1 'דשן':2,5 'חסרונות':4 'טחול':10 'ירקות':6 'יתרונות':3 'כבד':11 'מאוזנת':8 'תומכת':9","[""טחול כבד"",""תומכת"",""דשן"",""יתרונות חסרונות"",""חסרונות"",""מאוזנת תומכת"",""טחול"",""דיאטת דשן"",""דיאטת"",""יתרונות"",""דשן יתרונות""]",2026-01-30 10:31:31.587105+00
2280,western_diets,איך מאזנים דיאטת דיאטת דשן?,"דשן (ירקות/דגנים) מאוזנת, תומכת טחול/כבד.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'diets':14 'western':13 'איך':1 'דגנים':8 'דיאטת':3,4 'דשן':5,6 'טחול':11 'ירקות':7 'כבד':12 'מאוזנת':9 'מאזנים':2 'תומכת':10","[""טחול כבד"",""תומכת"",""איך מאזנים"",""מאזנים"",""דשן"",""איך"",""מאוזנת תומכת"",""טחול"",""דיאטת דיאטת"",""דיאטת דשן"",""דיאטת"",""מאזנים דיאטת""]",2026-01-30 10:31:31.587105+00
2281,western_diets,דיאטת דשן - נקודות מומלצות?,"דשן (ירקות/דגנים) מאוזנת, תומכת טחול/כבד.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'diets':13 'western':12 'דגנים':7 'דיאטת':1 'דשן':2,5 'טחול':10 'ירקות':6 'כבד':11 'מאוזנת':8 'מומלצות':4 'נקודות':3 'תומכת':9","[""טחול כבד"",""תומכת"",""דשן"",""מאוזנת תומכת"",""טחול"",""נקודות מומלצות"",""דיאטת דשן"",""דיאטת"",""נקודות"",""דשן נקודות"",""מומלצות""]",2026-01-30 10:31:31.587105+00
2282,western_diets,דיאטת דשן - צמחי מרפא מתאימים?,"דשן (ירקות/דגנים) מאוזנת, תומכת טחול/כבד.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'diets':14 'western':13 'דגנים':8 'דיאטת':1 'דשן':2,6 'טחול':11 'ירקות':7 'כבד':12 'מאוזנת':9 'מרפא':4 'מתאימים':5 'צמחי':3 'תומכת':10","[""טחול כבד"",""מרפא"",""תומכת"",""דשן צמחי"",""דשן"",""צמחי"",""מתאימים"",""מאוזנת תומכת"",""טחול"",""דיאטת דשן"",""דיאטת"",""צמחי מרפא"",""מרפא מתאימים""]",2026-01-30 10:31:31.587105+00
2283,western_diets,מה השפעת אטקינס על TCM?,"אטקינס (שומן גבוה) מחמם, עלול חום. LI11, SP10.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'diets':15 'li11':12 'sp10':13 'tcm':5 'western':14 'אטקינס':3,6 'גבוה':8 'השפעת':2 'חום':11 'מה':1 'מחמם':9 'על':4 'עלול':10 'שומן':7","[""שומן"",""עלול"",""עלול חום"",""השפעת"",""גב"",""השפעת אטקינס"",""אטקינס שומן"",""אטקינס"",""מה השפעת"",""אטקינס על""]",2026-01-30 10:31:31.587105+00
2284,western_diets,אטקינס - יתרונות/חסרונות?,"אטקינס (שומן גבוה) מחמם, עלול חום. LI11, SP10.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'diets':13 'li11':10 'sp10':11 'western':12 'אטקינס':1,4 'גבוה':6 'חום':9 'חסרונות':3 'יתרונות':2 'מחמם':7 'עלול':8 'שומן':5","[""שומן"",""עלול"",""עלול חום"",""חסרונות"",""יתרונות חסרונות"",""גב"",""אטקינס שומן"",""אטקינס"",""יתרונות"",""אטקינס יתרונות""]",2026-01-30 10:31:31.587105+00
2285,western_diets,איך מאזנים דיאטת אטקינס?,"אטקינס (שומן גבוה) מחמם, עלול חום. LI11, SP10.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'diets':14 'li11':11 'sp10':12 'western':13 'אטקינס':4,5 'איך':1 'גבוה':7 'דיאטת':3 'חום':10 'מאזנים':2 'מחמם':8 'עלול':9 'שומן':6","[""שומן"",""עלול"",""עלול חום"",""איך מאזנים"",""דיאטת אטקינס"",""מאזנים"",""איך"",""גב"",""אטקינס שומן"",""אטקינס"",""דיאטת"",""מאזנים דיאטת""]",2026-01-30 10:31:31.587105+00
2286,western_diets,אטקינס - נקודות מומלצות?,"אטקינס (שומן גבוה) מחמם, עלול חום. LI11, SP10.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'diets':13 'li11':10 'sp10':11 'western':12 'אטקינס':1,4 'גבוה':6 'חום':9 'מומלצות':3 'מחמם':7 'נקודות':2 'עלול':8 'שומן':5","[""שומן"",""עלול"",""עלול חום"",""גב"",""אטקינס שומן"",""נקודות מומלצות"",""אטקינס"",""אטקינס נקודות"",""נקודות"",""מומלצות""]",2026-01-30 10:31:31.587105+00
2287,western_diets,אטקינס - צמחי מרפא מתאימים?,"אטקינס (שומן גבוה) מחמם, עלול חום. LI11, SP10.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'diets':14 'li11':11 'sp10':12 'western':13 'אטקינס':1,5 'גבוה':7 'חום':10 'מחמם':8 'מרפא':3 'מתאימים':4 'עלול':9 'צמחי':2 'שומן':6","[""שומן"",""מרפא"",""עלול"",""עלול חום"",""צמחי"",""אטקינס צמחי"",""מתאימים"",""גב"",""אטקינס שומן"",""אטקינס"",""צמחי מרפא"",""מרפא מתאימים""]",2026-01-30 10:31:31.587105+00
2288,western_diets,מה השפעת פסטו על TCM?,פסטו (צום 24 שעות) מחדש קי אבל מסוכן חסר. REN4.,[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'24':8 'diets':17 'ren4':15 'tcm':5 'western':16 'אבל':12 'השפעת':2 'חסר':14 'מה':1 'מחדש':10 'מסוכן':13 'על':4 'פסטו':3,6 'צום':7 'קי':11 'שעות':9","[""קי אבל"",""אבל מסוכן"",""השפעת פסטו"",""צום שעות"",""שעות"",""פסטו על"",""השפעת"",""מסוכן"",""פסטו"",""מה השפעת""]",2026-01-30 10:31:31.587105+00
2289,western_diets,פסטו - יתרונות/חסרונות?,פסטו (צום 24 שעות) מחדש קי אבל מסוכן חסר. REN4.,[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'24':6 'diets':15 'ren4':13 'western':14 'אבל':10 'חסר':12 'חסרונות':3 'יתרונות':2 'מחדש':8 'מסוכן':11 'פסטו':1,4 'צום':5 'קי':9 'שעות':7","[""קי אבל"",""אבל מסוכן"",""צום שעות"",""שעות"",""חסרונות"",""יתרונות חסרונות"",""מסוכן"",""פסטו"",""יתרונות"",""פסטו יתרונות""]",2026-01-30 10:31:31.587105+00
2290,western_diets,איך מאזנים דיאטת פסטו?,פסטו (צום 24 שעות) מחדש קי אבל מסוכן חסר. REN4.,[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'24':7 'diets':16 'ren4':14 'western':15 'אבל':11 'איך':1 'דיאטת':3 'חסר':13 'מאזנים':2 'מחדש':9 'מסוכן':12 'פסטו':4,5 'צום':6 'קי':10 'שעות':8","[""קי אבל"",""אבל מסוכן"",""צום שעות"",""שעות"",""איך מאזנים"",""מאזנים"",""איך"",""מסוכן"",""פסטו"",""דיאטת פסטו"",""דיאטת"",""מאזנים דיאטת""]",2026-01-30 10:31:31.587105+00
2291,western_diets,פסטו - נקודות מומלצות?,פסטו (צום 24 שעות) מחדש קי אבל מסוכן חסר. REN4.,[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'24':6 'diets':15 'ren4':13 'western':14 'אבל':10 'חסר':12 'מומלצות':3 'מחדש':8 'מסוכן':11 'נקודות':2 'פסטו':1,4 'צום':5 'קי':9 'שעות':7","[""קי אבל"",""אבל מסוכן"",""צום שעות"",""שעות"",""מסוכן"",""פסטו נקודות"",""פסטו"",""נקודות מומלצות"",""נקודות"",""מומלצות""]",2026-01-30 10:31:31.587105+00
2292,western_diets,פסטו - צמחי מרפא מתאימים?,פסטו (צום 24 שעות) מחדש קי אבל מסוכן חסר. REN4.,[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'24':7 'diets':16 'ren4':14 'western':15 'אבל':11 'חסר':13 'מחדש':9 'מסוכן':12 'מרפא':3 'מתאימים':4 'פסטו':1,5 'צום':6 'צמחי':2 'קי':10 'שעות':8","[""קי אבל"",""מרפא"",""אבל מסוכן"",""צום שעות"",""שעות"",""צמחי"",""מתאימים"",""מסוכן"",""פסטו"",""פסטו צמחי"",""צמחי מרפא"",""מרפא מתאימים""]",2026-01-30 10:31:31.587105+00
2293,western_diets,מה השפעת מדיטרנית על TCM?,"מדיטרנית מאוזנת - ים, ירקות, תומכת לב/כליות.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'diets':14 'tcm':5 'western':13 'השפעת':2 'ים':8 'ירקות':9 'כליות':12 'לב':11 'מאוזנת':7 'מדיטרנית':3,6 'מה':1 'על':4 'תומכת':10","[""לב כליות"",""תומכת"",""השפעת מדיטרנית"",""תומכת לב"",""לב"",""השפעת"",""מאוזנת"",""מדיטרנית על"",""מה השפעת"",""מדיטרנית""]",2026-01-30 10:31:31.587105+00
2294,western_diets,מדיטרנית - יתרונות/חסרונות?,"מדיטרנית מאוזנת - ים, ירקות, תומכת לב/כליות.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'diets':12 'western':11 'חסרונות':3 'ים':6 'ירקות':7 'יתרונות':2 'כליות':10 'לב':9 'מאוזנת':5 'מדיטרנית':1,4 'תומכת':8","[""לב כליות"",""תומכת"",""תומכת לב"",""לב"",""מדיטרנית יתרונות"",""יתרונות חסרונות"",""חסרונות"",""מאוזנת"",""מדיטרנית"",""יתרונות""]",2026-01-30 10:31:31.587105+00
2295,western_diets,איך מאזנים דיאטת מדיטרנית?,"מדיטרנית מאוזנת - ים, ירקות, תומכת לב/כליות.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'diets':13 'western':12 'איך':1 'דיאטת':3 'ים':7 'ירקות':8 'כליות':11 'לב':10 'מאוזנת':6 'מאזנים':2 'מדיטרנית':4,5 'תומכת':9","[""לב כליות"",""תומכת"",""תומכת לב"",""לב"",""איך מאזנים"",""מאזנים"",""איך"",""מאוזנת"",""דיאטת מדיטרנית"",""דיאטת"",""מאזנים דיאטת"",""מדיטרנית""]",2026-01-30 10:31:31.587105+00
2296,western_diets,מדיטרנית - נקודות מומלצות?,"מדיטרנית מאוזנת - ים, ירקות, תומכת לב/כליות.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'diets':12 'western':11 'ים':6 'ירקות':7 'כליות':10 'לב':9 'מאוזנת':5 'מדיטרנית':1,4 'מומלצות':3 'נקודות':2 'תומכת':8","[""לב כליות"",""תומכת"",""תומכת לב"",""לב"",""מאוזנת"",""נקודות מומלצות"",""מדיטרנית"",""מדיטרנית נקודות"",""נקודות"",""מומלצות""]",2026-01-30 10:31:31.587105+00
2297,western_diets,מדיטרנית - צמחי מרפא מתאימים?,"מדיטרנית מאוזנת - ים, ירקות, תומכת לב/כליות.",[],,,western_diets_hebrew_100qa.csv,2026-01-23 11:50:00.858427+00,2026-01-30 10:31:31.587105+00,"'diets':13 'western':12 'ים':7 'ירקות':8 'כליות':11 'לב':10 'מאוזנת':6 'מדיטרנית':1,5 'מרפא':3 'מתאימים':4 'צמחי':2 'תומכת':9","[""מרפא"",""לב כליות"",""תומכת"",""מדיטרנית צמחי"",""תומכת לב"",""לב"",""צמחי"",""מתאימים"",""מאוזנת"",""מדיטרנית"",""צמחי מרפא"",""מרפא מתאימים""]",2026-01-30 10:31:31.587105+00
5153,high_energy_states,תעלות אנרגיה - סימפטומים? - נקודות מרכזיות?,"תעלות (יאנג עודף/אש לב) - PC6, LV2, LI11.","[""PC6"",""LV2"",""LI11""]",PC6: מרגיע לב | LV2: מוריד אש | LI11: מפזר חום,בה טו טאנג - מקרר אש,tcm_high_energy_states_hebrew_100qa,2026-01-30 03:55:47.784238+00,2026-01-30 10:31:31.587105+00,"'energy':15 'high':14 'li11':13 'lv2':12 'pc6':11 'states':16 'אנרגיה':2 'אש':9 'יאנג':7 'לב':10 'מרכזיות':5 'נקודות':4 'סימפטומים':3 'עודף':8 'תעלות':1,6","[""נקודות מרכזיות"",""עודף אש"",""תעלות"",""עודף"",""מרכזיות"",""לב"",""תעלות אנרגיה"",""אש לב"",""סימפטומים"",""אנרגיה סימפטומים"",""סימפטומים נקודות"",""אנרגיה"",""נקודות""]",2026-01-30 10:31:31.587105+00
5154,high_energy_states,תעלות אנרגיה - סימפטומים? - צמחי מקררים?,"תעלות (יאנג עודף/אש לב) - PC6, LV2, LI11.","[""PC6"",""LV2"",""LI11""]",PC6: מרגיע לב | LV2: מוריד אש | LI11: מפזר חום,בה טו טאנג - מקרר אש,tcm_high_energy_states_hebrew_100qa,2026-01-30 03:55:47.784238+00,2026-01-30 10:31:31.587105+00,"'energy':15 'high':14 'li11':13 'lv2':12 'pc6':11 'states':16 'אנרגיה':2 'אש':9 'יאנג':7 'לב':10 'מקררים':5 'סימפטומים':3 'עודף':8 'צמחי':4 'תעלות':1,6","[""עודף אש"",""תעלות"",""עודף"",""לב"",""תעלות אנרגיה"",""צמחי"",""סימפטומים"",""אש לב"",""אנרגיה סימפטומים"",""צמחי מקררים"",""מקררים"",""אנרגיה"",""סימפטומים צמחי""]",2026-01-30 10:31:31.587105+00
5155,high_energy_states,תעלות אנרגיה - סימפטומים? - איך מטפלים?,"תעלות (יאנג עודף/אש לב) - PC6, LV2, LI11.","[""PC6"",""LV2"",""LI11""]",PC6: מרגיע לב | LV2: מוריד אש | LI11: מפזר חום,בה טו טאנג - מקרר אש,tcm_high_energy_states_hebrew_100qa,2026-01-30 03:55:47.784238+00,2026-01-30 10:31:31.587105+00,"'energy':15 'high':14 'li11':13 'lv2':12 'pc6':11 'states':16 'איך':4 'אנרגיה':2 'אש':9 'יאנג':7 'לב':10 'מטפלים':5 'סימפטומים':3 'עודף':8 'תעלות':1,6","[""סימפטומים איך"",""עודף אש"",""תעלות"",""עודף"",""לב"",""מטפלים"",""תעלות אנרגיה"",""איך"",""סימפטומים"",""אש לב"",""אנרגיה סימפטומים"",""איך מטפלים"",""אנרגיה""]",2026-01-30 10:31:31.587105+00
5156,high_energy_states,תעלות אנרגיה - סימפטומים? - סימני אזהרה?,"תעלות (יאנג עודף/אש לב) - PC6, LV2, LI11.","[""PC6"",""LV2"",""LI11""]",PC6: מרגיע לב | LV2: מוריד אש | LI11: מפזר חום,בה טו טאנג - מקרר אש,tcm_high_energy_states_hebrew_100qa,2026-01-30 03:55:47.784238+00,2026-01-30 10:31:31.587105+00,"'energy':15 'high':14 'li11':13 'lv2':12 'pc6':11 'states':16 'אזהרה':5 'אנרגיה':2 'אש':9 'יאנג':7 'לב':10 'סימני':4 'סימפטומים':3 'עודף':8 'תעלות':1,6","[""עודף אש"",""תעלות"",""עודף"",""לב"",""תעלות אנרגיה"",""אש לב"",""סימפטומים"",""אנרגיה סימפטומים"",""אזהרה"",""סימני"",""אנרגיה"",""סימני אזהרה"",""סימפטומים סימני""]",2026-01-30 10:31:31.587105+00
5157,high_energy_states,תעלות אנרגיה - סימפטומים? - מניעה?,"תעלות (יאנג עודף/אש לב) - PC6, LV2, LI11.","[""PC6"",""LV2"",""LI11""]",PC6: מרגיע לב | LV2: מוריד אש | LI11: מפזר חום,בה טו טאנג - מקרר אש,tcm_high_energy_states_hebrew_100qa,2026-01-30 03:55:47.784238+00,2026-01-30 10:31:31.587105+00,"'energy':14 'high':13 'li11':12 'lv2':11 'pc6':10 'states':15 'אנרגיה':2 'אש':8 'יאנג':6 'לב':9 'מניעה':4 'סימפטומים':3 'עודף':7 'תעלות':1,5","[""עודף אש"",""תעלות"",""עודף"",""לב"",""תעלות אנרגיה"",""אש לב"",""סימפטומים"",""אנרגיה סימפטומים"",""אנרגיה"",""סימפטומים מניעה"",""מניעה""]",2026-01-30 10:31:31.587105+00
5158,high_energy_states,דיבור מהיר/לא עצור? - נקודות מרכזיות?,"דיבור מהיר (אש לב עולה) - REN14, PC6, HT7.","[""REN14"",""PC6"",""HT7""]",REN14: מוריד לב | PC6: מרגיע | HT7: שן,גן מאי דאזהו - לב אש,tcm_high_energy_states_hebrew_100qa,2026-01-30 03:55:47.784238+00,2026-01-30 10:31:31.587105+00,"'energy':16 'high':15 'ht7':14 'pc6':13 'ren14':12 'states':17 'אש':9 'דיבור':1,7 'לא':3 'לב':10 'מהיר':2,8 'מרכזיות':6 'נקודות':5 'עולה':11 'עצור':4","[""נקודות מרכזיות"",""מרכזיות"",""דיבור מהיר"",""לב"",""אש לב"",""עצור"",""לא עצור"",""מהיר לא"",""דיבור"",""מהיר אש"",""עצור נקודות"",""נקודות"",""מהיר""]",2026-01-30 10:31:31.587105+00
5159,high_energy_states,דיבור מהיר/לא עצור? - צמחי מקררים?,"דיבור מהיר (אש לב עולה) - REN14, PC6, HT7.","[""REN14"",""PC6"",""HT7""]",REN14: מוריד לב | PC6: מרגיע | HT7: שן,גן מאי דאזהו - לב אש,tcm_high_energy_states_hebrew_100qa,2026-01-30 03:55:47.784238+00,2026-01-30 10:31:31.587105+00,"'energy':16 'high':15 'ht7':14 'pc6':13 'ren14':12 'states':17 'אש':9 'דיבור':1,7 'לא':3 'לב':10 'מהיר':2,8 'מקררים':6 'עולה':11 'עצור':4 'צמחי':5","[""דיבור מהיר"",""לב"",""צמחי"",""אש לב"",""צמחי מקררים"",""עצור צמחי"",""לא עצור"",""מהיר לא"",""דיבור"",""עצור"",""מקררים"",""מהיר אש"",""מהיר""]",2026-01-30 10:31:31.587105+00
5160,high_energy_states,דיבור מהיר/לא עצור? - איך מטפלים?,"דיבור מהיר (אש לב עולה) - REN14, PC6, HT7.","[""REN14"",""PC6"",""HT7""]",REN14: מוריד לב | PC6: מרגיע | HT7: שן,גן מאי דאזהו - לב אש,tcm_high_energy_states_hebrew_100qa,2026-01-30 03:55:47.784238+00,2026-01-30 10:31:31.587105+00,"'energy':16 'high':15 'ht7':14 'pc6':13 'ren14':12 'states':17 'איך':5 'אש':9 'דיבור':1,7 'לא':3 'לב':10 'מהיר':2,8 'מטפלים':6 'עולה':11 'עצור':4","[""דיבור מהיר"",""מטפלים"",""איך"",""לב"",""אש לב"",""עצור איך"",""עצור"",""לא עצור"",""מהיר לא"",""איך מטפלים"",""דיבור"",""מהיר אש"",""מהיר""]",2026-01-30 10:31:31.587105+00
5161,high_energy_states,דיבור מהיר/לא עצור? - סימני אזהרה?,"דיבור מהיר (אש לב עולה) - REN14, PC6, HT7.","[""REN14"",""PC6"",""HT7""]",REN14: מוריד לב | PC6: מרגיע | HT7: שן,גן מאי דאזהו - לב אש,tcm_high_energy_states_hebrew_100qa,2026-01-30 03:55:47.784238+00,2026-01-30 10:31:31.587105+00,"'energy':16 'high':15 'ht7':14 'pc6':13 'ren14':12 'states':17 'אזהרה':6 'אש':9 'דיבור':1,7 'לא':3 'לב':10 'מהיר':2,8 'סימני':5 'עולה':11 'עצור':4","[""דיבור מהיר"",""לב"",""אש לב"",""עצור"",""לא עצור"",""מהיר לא"",""דיבור"",""סימני"",""אזהרה"",""מהיר אש"",""סימני אזהרה"",""מהיר"",""עצור סימני""]",2026-01-30 10:31:31.587105+00
